firm_id,name,website_root,missing_fields,payout_frequency,max_drawdown_rule,daily_drawdown_rule,jurisdiction_tier
traderlioncom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
equityfundedtradercom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
alphacapitalgroupae,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
akunacomsg,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
quantpropasia,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
asiafundedtradercom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
singaporepropdeskcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
hongkongpropfirmcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmmatchcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmhubcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmscom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsreviewcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsrankingcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
stockproptradercom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmscomparisoncom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsratingscom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsdirectorycom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsworldcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
propfirmsindexcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
traderpropcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
fundedtraderhubcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
fundedtraderzonecom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
fundedtraderuniversecom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
